# code name : Parallel Tempering for 2D Ferromagnetic Ising Model
# author : Andrew Noble
# version : v0.1
# inspired by : Prof. Helmut Katzgraber

# system size : 20
# number of spins : 400
# space dimension : 2
# lattice coordination number : 4
# process ID : 12523
# hostname : Andrews-MacBook-Pro-4.local
# job start : Sun Mar  1 23:14:55 2020

# temperature set
# | 0.10
# | 0.13
# | 0.16
# | 0.20
# | 0.25
# | 0.32
# | 0.40
# | 0.50
# | 0.63
# | 0.79
# | 1.00
# | 1.26
# | 1.58
# | 2.00
# | 2.51
# | 3.16
# | 3.98
# | 5.01
# | 6.31
# | 7.94
# | 10.00

# T MCS <energy> <m>
6.3100 426000 -0.4600 0.0900
7.9400 426000 -0.3600 0.0550
10.0000 426000 -0.2100 0.0300

0.1000 427000 -2.0000 1.0000
0.1300 427000 -2.0000 1.0000
0.1600 427000 -2.0000 1.0000
0.2000 427000 -2.0000 1.0000
0.2500 427000 -2.0000 1.0000
0.3200 427000 -2.0000 1.0000
0.4000 427000 -2.0000 1.0000
0.5000 427000 -2.0000 1.0000
0.6300 427000 -2.0000 1.0000
0.7900 427000 -2.0000 1.0000
1.0000 427000 -2.0000 1.0000
1.2600 427000 -1.9600 0.9900
1.5800 427000 -1.9800 0.9950
2.0000 427000 -1.8200 0.9400
2.5100 427000 -1.3200 0.4400
3.1600 427000 -0.9600 0.2100
3.9800 427000 -0.6000 0.0650
5.0100 427000 -0.3800 0.0350
6.3100 427000 -0.3800 0.1000
7.9400 427000 -0.0900 0.0200
10.0000 427000 -0.2300 0.0200

0.1000 428000 -2.0000 1.0000
0.1300 428000 -2.0000 1.0000
0.1600 428000 -2.0000 1.0000
0.2000 428000 -2.0000 1.0000
0.2500 428000 -2.0000 1.0000
0.3200 428000 -2.0000 1.0000
0.4000 428000 -2.0000 1.0000
0.5000 428000 -2.0000 1.0000
0.6300 428000 -2.0000 1.0000
0.7900 428000 -2.0000 1.0000
1.0000 428000 -2.0000 1.0000
1.2600 428000 -1.9600 0.9900
1.5800 428000 -1.9800 0.9950
2.0000 428000 -1.8200 0.9500
2.5100 428000 -1.1800 0.4850
3.1600 428000 -0.7500 0.0650
3.9800 428000 -0.6000 0.1700
5.0100 428000 -0.5100 0.1250
6.3100 428000 -0.3500 0.1400
7.9400 428000 -0.3600 0.0250
10.0000 428000 -0.2200 0.0700

0.1000 429000 -2.0000 1.0000
0.1300 429000 -2.0000 1.0000
0.1600 429000 -2.0000 1.0000
0.2000 429000 -2.0000 1.0000
0.2500 429000 -2.0000 1.0000
0.3200 429000 -2.0000 1.0000
0.4000 429000 -2.0000 1.0000
0.5000 429000 -2.0000 1.0000
0.6300 429000 -2.0000 1.0000
0.7900 429000 -2.0000 1.0000
1.0000 429000 -2.0000 1.0000
1.2600 429000 -2.0000 1.0000
1.5800 429000 -1.8800 0.9700
2.0000 429000 -1.5000 0.8350
2.5100 429000 -1.0200 0.0300
3.1600 429000 -0.7000 0.1850
3.9800 429000 -0.6400 0.1100
5.0100 429000 -0.4100 0.0100
6.3100 429000 -0.3900 0.0450
7.9400 429000 -0.2400 0.0750
10.0000 429000 -0.1500 0.0050

0.1000 430000 -2.0000 1.0000
0.1300 430000 -2.0000 1.0000
0.1600 430000 -2.0000 1.0000
0.2000 430000 -2.0000 1.0000
0.2500 430000 -2.0000 1.0000
0.3200 430000 -2.0000 1.0000
0.4000 430000 -2.0000 1.0000
0.5000 430000 -2.0000 1.0000
0.6300 430000 -2.0000 1.0000
0.7900 430000 -2.0000 1.0000
1.0000 430000 -2.0000 1.0000
1.2600 430000 -1.9800 0.9950
1.5800 430000 -1.9500 0.9850
2.0000 430000 -1.7000 0.8600
2.5100 430000 -1.0300 0.1950
3.1600 430000 -0.8600 0.1900
3.9800 430000 -0.6900 0.0000
5.0100 430000 -0.3100 0.0200
6.3100 430000 -0.2500 0.0400
7.9400 430000 -0.2600 0.0850
10.0000 430000 -0.1100 0.0550

0.1000 431000 -2.0000 1.0000
0.1300 431000 -2.0000 1.0000
0.1600 431000 -2.0000 1.0000
0.2000 431000 -2.0000 1.0000
0.2500 431000 -2.0000 1.0000
0.3200 431000 -2.0000 1.0000
0.4000 431000 -2.0000 1.0000
0.5000 431000 -2.0000 1.0000
0.6300 431000 -2.0000 1.0000
0.7900 431000 -2.0000 1.0000
1.0000 431000 -2.0000 1.0000
1.2600 431000 -2.0000 1.0000
1.5800 431000 -1.9400 0.9850
2.0000 431000 -1.7200 0.8850
2.5100 431000 -1.1600 0.4750
3.1600 431000 -0.6900 0.1400
3.9800 431000 -0.4700 0.0150
5.0100 431000 -0.5100 0.0100
6.3100 431000 -0.3300 0.0900
7.9400 431000 -0.2500 0.0550
10.0000 431000 -0.1900 0.0450

0.1000 432000 -2.0000 1.0000
0.1300 432000 -2.0000 1.0000
0.1600 432000 -2.0000 1.0000
0.2000 432000 -2.0000 1.0000
0.2500 432000 -2.0000 1.0000
0.3200 432000 -2.0000 1.0000
0.4000 432000 -2.0000 1.0000
0.5000 432000 -2.0000 1.0000
0.6300 432000 -2.0000 1.0000
0.7900 432000 -2.0000 1.0000
1.0000 432000 -2.0000 1.0000
1.2600 432000 -2.0000 1.0000
1.5800 432000 -1.9400 0.9800
2.0000 432000 -1.8000 0.9250
2.5100 432000 -1.1200 0.3750
3.1600 432000 -0.7300 0.2500
3.9800 432000 -0.4800 0.0650
5.0100 432000 -0.4500 0.0950
6.3100 432000 -0.3100 0.1200
7.9400 432000 -0.2400 0.0050
10.0000 432000 -0.1300 0.1300

0.1000 433000 -2.0000 1.0000
0.1300 433000 -2.0000 1.0000
0.1600 433000 -2.0000 1.0000
0.2000 433000 -2.0000 1.0000
0.2500 433000 -2.0000 1.0000
0.3200 433000 -2.0000 1.0000
0.4000 433000 -2.0000 1.0000
0.5000 433000 -2.0000 1.0000
0.6300 433000 -2.0000 1.0000
0.7900 433000 -2.0000 1.0000
1.0000 433000 -2.0000 1.0000
1.2600 433000 -2.0000 1.0000
1.5800 433000 -1.9100 0.9750
2.0000 433000 -1.6600 0.8800
2.5100 433000 -1.4400 0.6950
3.1600 433000 -0.7000 0.0350
3.9800 433000 -0.5000 0.0850
5.0100 433000 -0.5000 0.1050
6.3100 433000 -0.3300 0.0050
7.9400 433000 -0.3600 0.0300
10.0000 433000 -0.1100 0.0300

0.1000 434000 -2.0000 1.0000
0.1300 434000 -2.0000 1.0000
0.1600 434000 -2.0000 1.0000
0.2000 434000 -2.0000 1.0000
0.2500 434000 -2.0000 1.0000
0.3200 434000 -2.0000 1.0000
0.4000 434000 -2.0000 1.0000
0.5000 434000 -2.0000 1.0000
0.6300 434000 -2.0000 1.0000
0.7900 434000 -2.0000 1.0000
1.0000 434000 -2.0000 1.0000
1.2600 434000 -1.9800 0.9950
1.5800 434000 -1.9400 0.9850
2.0000 434000 -1.6300 0.8950
2.5100 434000 -0.9600 0.1150
3.1600 434000 -0.7200 0.0100
3.9800 434000 -0.6800 0.0700
5.0100 434000 -0.3500 0.1000
6.3100 434000 -0.3000 0.0550
7.9400 434000 -0.2400 0.0100
10.0000 434000 -0.1300 0.0400

0.1000 435000 -2.0000 1.0000
0.1300 435000 -2.0000 1.0000
0.1600 435000 -2.0000 1.0000
0.2000 435000 -2.0000 1.0000
0.2500 435000 -2.0000 1.0000
0.3200 435000 -2.0000 1.0000
0.4000 435000 -2.0000 1.0000
0.5000 435000 -2.0000 1.0000
0.6300 435000 -2.0000 1.0000
0.7900 435000 -2.0000 1.0000
1.0000 435000 -2.0000 1.0000
1.2600 435000 -2.0000 1.0000
1.5800 435000 -2.0000 1.0000
2.0000 435000 -1.8300 0.9450
2.5100 435000 -1.2900 0.6050
3.1600 435000 -0.7800 0.3500
3.9800 435000 -0.5100 0.1350
5.0100 435000 -0.5600 0.1250
6.3100 435000 -0.2400 0.0350
7.9400 435000 -0.2600 0.0150
10.0000 435000 -0.2200 0.0600

0.1000 436000 -2.0000 1.0000
0.1300 436000 -2.0000 1.0000
0.1600 436000 -2.0000 1.0000
0.2000 436000 -2.0000 1.0000
0.2500 436000 -2.0000 1.0000
0.3200 436000 -2.0000 1.0000
0.4000 436000 -2.0000 1.0000
0.5000 436000 -2.0000 1.0000
0.6300 436000 -2.0000 1.0000
0.7900 436000 -2.0000 1.0000
1.0000 436000 -1.9800 0.9950
1.2600 436000 -1.9600 0.9900
1.5800 436000 -1.9500 0.9850
2.0000 436000 -1.8200 0.9450
2.5100 436000 -1.2400 0.4950
3.1600 436000 -0.8700 0.3500
3.9800 436000 -0.6000 0.0500
5.0100 436000 -0.4000 0.1250
6.3100 436000 -0.4000 0.0800
7.9400 436000 -0.2000 0.0250
10.0000 436000 -0.0400 0.0300

0.1000 437000 -2.0000 1.0000
0.1300 437000 -2.0000 1.0000
0.1600 437000 -2.0000 1.0000
0.2000 437000 -2.0000 1.0000
0.2500 437000 -2.0000 1.0000
0.3200 437000 -2.0000 1.0000
0.4000 437000 -2.0000 1.0000
0.5000 437000 -2.0000 1.0000
0.6300 437000 -2.0000 1.0000
0.7900 437000 -2.0000 1.0000
1.0000 437000 -1.9700 0.9900
1.2600 437000 -2.0000 1.0000
1.5800 437000 -1.8600 0.9600
2.0000 437000 -1.6900 0.9200
2.5100 437000 -1.0700 0.3300
3.1600 437000 -0.8200 0.0750
3.9800 437000 -0.6200 0.1300
5.0100 437000 -0.4600 0.1850
6.3100 437000 -0.3800 0.0900
7.9400 437000 -0.3300 0.0500
10.0000 437000 -0.0800 0.0150

0.1000 438000 -2.0000 1.0000
0.1300 438000 -2.0000 1.0000
0.1600 438000 -2.0000 1.0000
0.2000 438000 -2.0000 1.0000
0.2500 438000 -2.0000 1.0000
0.3200 438000 -2.0000 1.0000
0.4000 438000 -2.0000 1.0000
0.5000 438000 -2.0000 1.0000
0.6300 438000 -2.0000 1.0000
0.7900 438000 -2.0000 1.0000
1.0000 438000 -2.0000 1.0000
1.2600 438000 -2.0000 1.0000
1.5800 438000 -1.9600 0.9900
2.0000 438000 -1.7300 0.8950
2.5100 438000 -1.2000 0.6350
3.1600 438000 -0.7100 0.0700
3.9800 438000 -0.5300 0.0200
5.0100 438000 -0.3600 0.0100
6.3100 438000 -0.3100 0.0450
7.9400 438000 -0.3100 0.0700
10.0000 438000 -0.1700 0.0300

0.1000 439000 -2.0000 1.0000
0.1300 439000 -2.0000 1.0000
0.1600 439000 -2.0000 1.0000
0.2000 439000 -2.0000 1.0000
0.2500 439000 -2.0000 1.0000
0.3200 439000 -2.0000 1.0000
0.4000 439000 -2.0000 1.0000
0.5000 439000 -2.0000 1.0000
0.6300 439000 -2.0000 1.0000
0.7900 439000 -2.0000 1.0000
1.0000 439000 -2.0000 1.0000
1.2600 439000 -1.9800 0.9950
1.5800 439000 -1.9600 0.9900
2.0000 439000 -1.6000 0.8650
2.5100 439000 -1.3200 0.5500
3.1600 439000 -0.8200 0.0900
3.9800 439000 -0.5300 0.0750
5.0100 439000 -0.3300 0.0200
6.3100 439000 -0.2500 0.0950
7.9400 439000 -0.2300 0.0050
10.0000 439000 -0.2700 0.1450

0.1000 440000 -2.0000 1.0000
0.1300 440000 -2.0000 1.0000
0.1600 440000 -2.0000 1.0000
0.2000 440000 -2.0000 1.0000
0.2500 440000 -2.0000 1.0000
0.3200 440000 -2.0000 1.0000
0.4000 440000 -2.0000 1.0000
0.5000 440000 -2.0000 1.0000
0.6300 440000 -2.0000 1.0000
0.7900 440000 -2.0000 1.0000
1.0000 440000 -2.0000 1.0000
1.2600 440000 -1.9800 0.9950
1.5800 440000 -1.9500 0.9850
2.0000 440000 -1.6100 0.8550
2.5100 440000 -0.9900 0.3350
3.1600 440000 -0.8000 0.0150
3.9800 440000 -0.5900 0.0200
5.0100 440000 -0.3400 0.0350
6.3100 440000 -0.2600 0.0250
7.9400 440000 -0.2500 0.0500
10.0000 440000 -0.1800 0.0300

0.1000 441000 -2.0000 1.0000
0.1300 441000 -2.0000 1.0000
0.1600 441000 -2.0000 1.0000
0.2000 441000 -2.0000 1.0000
0.2500 441000 -2.0000 1.0000
0.3200 441000 -2.0000 1.0000
0.4000 441000 -2.0000 1.0000
0.5000 441000 -2.0000 1.0000
0.6300 441000 -2.0000 1.0000
0.7900 441000 -2.0000 1.0000
1.0000 441000 -2.0000 1.0000
1.2600 441000 -1.9800 0.9950
1.5800 441000 -1.8000 0.9400
2.0000 441000 -1.8800 0.9700
2.5100 441000 -1.0100 0.0450
3.1600 441000 -0.6300 0.2300
3.9800 441000 -0.5100 0.0650
5.0100 441000 -0.3400 0.0250
6.3100 441000 -0.2200 0.0150
7.9400 441000 -0.3400 0.0900
10.0000 441000 -0.1800 0.0750

0.1000 442000 -2.0000 1.0000
0.1300 442000 -2.0000 1.0000
0.1600 442000 -2.0000 1.0000
0.2000 442000 -2.0000 1.0000
0.2500 442000 -2.0000 1.0000
0.3200 442000 -2.0000 1.0000
0.4000 442000 -2.0000 1.0000
0.5000 442000 -2.0000 1.0000
0.6300 442000 -2.0000 1.0000
0.7900 442000 -2.0000 1.0000
1.0000 442000 -2.0000 1.0000
1.2600 442000 -2.0000 1.0000
1.5800 442000 -1.9200 0.9750
2.0000 442000 -1.7600 0.9150
2.5100 442000 -1.2100 0.6700
3.1600 442000 -0.7700 0.1350
3.9800 442000 -0.6000 0.0850
5.0100 442000 -0.2500 0.0850
6.3100 442000 -0.2400 0.0250
7.9400 442000 -0.2500 0.0300
10.0000 442000 -0.3800 0.0950

0.1000 443000 -2.0000 1.0000
0.1300 443000 -2.0000 1.0000
0.1600 443000 -2.0000 1.0000
0.2000 443000 -2.0000 1.0000
0.2500 443000 -2.0000 1.0000
0.3200 443000 -2.0000 1.0000
0.4000 443000 -2.0000 1.0000
0.5000 443000 -2.0000 1.0000
0.6300 443000 -2.0000 1.0000
0.7900 443000 -2.0000 1.0000
1.0000 443000 -2.0000 1.0000
1.2600 443000 -1.9800 0.9950
1.5800 443000 -1.9500 0.9850
2.0000 443000 -1.8200 0.9500
2.5100 443000 -1.0400 0.2400
3.1600 443000 -0.8900 0.1350
3.9800 443000 -0.5000 0.1200
5.0100 443000 -0.3900 0.0350
6.3100 443000 -0.2800 0.0200
7.9400 443000 -0.2000 0.0400
10.0000 443000 -0.2400 0.1250

0.1000 444000 -2.0000 1.0000
0.1300 444000 -2.0000 1.0000
0.1600 444000 -2.0000 1.0000
0.2000 444000 -2.0000 1.0000
0.2500 444000 -2.0000 1.0000
0.3200 444000 -2.0000 1.0000
0.4000 444000 -2.0000 1.0000
0.5000 444000 -2.0000 1.0000
0.6300 444000 -2.0000 1.0000
0.7900 444000 -2.0000 1.0000
1.0000 444000 -2.0000 1.0000
1.2600 444000 -2.0000 1.0000
1.5800 444000 -1.9800 0.9950
2.0000 444000 -1.7100 0.9000
2.5100 444000 -1.0100 0.0300
3.1600 444000 -0.6800 0.0350
3.9800 444000 -0.4900 0.0650
5.0100 444000 -0.2900 0.0100
6.3100 444000 -0.3300 0.0500
7.9400 444000 -0.4000 0.0800
10.0000 444000 -0.2400 0.0200

0.1000 445000 -2.0000 1.0000
0.1300 445000 -2.0000 1.0000
0.1600 445000 -2.0000 1.0000
0.2000 445000 -2.0000 1.0000
0.2500 445000 -2.0000 1.0000
0.3200 445000 -2.0000 1.0000
0.4000 445000 -2.0000 1.0000
0.5000 445000 -2.0000 1.0000
0.6300 445000 -2.0000 1.0000
0.7900 445000 -2.0000 1.0000
1.0000 445000 -2.0000 1.0000
1.2600 445000 -1.9600 0.9900
1.5800 445000 -1.9200 0.9800
2.0000 445000 -1.7000 0.8950
2.5100 445000 -1.2000 0.2350
3.1600 445000 -0.9200 0.3900
3.9800 445000 -0.4400 0.0950
5.0100 445000 -0.4700 0.0400
6.3100 445000 -0.3000 0.1400
7.9400 445000 -0.3000 0.0350
10.0000 445000 -0.2000 0.0250

0.1000 446000 -2.0000 1.0000
0.1300 446000 -2.0000 1.0000
0.1600 446000 -2.0000 1.0000
0.2000 446000 -2.0000 1.0000
0.2500 446000 -2.0000 1.0000
0.3200 446000 -2.0000 1.0000
0.4000 446000 -2.0000 1.0000
0.5000 446000 -2.0000 1.0000
0.6300 446000 -2.0000 1.0000
0.7900 446000 -2.0000 1.0000
1.0000 446000 -2.0000 1.0000
1.2600 446000 -1.9800 0.9950
1.5800 446000 -1.9100 0.9750
2.0000 446000 -1.6900 0.8950
2.5100 446000 -0.9800 0.1050
3.1600 446000 -0.8200 0.1050
3.9800 446000 -0.7100 0.1200
5.0100 446000 -0.4400 0.0950
6.3100 446000 -0.2700 0.1150
7.9400 446000 -0.2100 0.0750
10.0000 446000 -0.2500 0.0150

0.1000 447000 -2.0000 1.0000
0.1300 447000 -2.0000 1.0000
0.1600 447000 -2.0000 1.0000
0.2000 447000 -2.0000 1.0000
0.2500 447000 -2.0000 1.0000
0.3200 447000 -2.0000 1.0000
0.4000 447000 -2.0000 1.0000
0.5000 447000 -2.0000 1.0000
0.6300 447000 -2.0000 1.0000
0.7900 447000 -2.0000 1.0000
1.0000 447000 -2.0000 1.0000
1.2600 447000 -2.0000 1.0000
1.5800 447000 -1.9400 0.9850
2.0000 447000 -1.8500 0.9550
2.5100 447000 -1.1500 0.0150
3.1600 447000 -0.7000 0.1500
3.9800 447000 -0.6400 0.1250
5.0100 447000 -0.5500 0.0250
6.3100 447000 -0.3700 0.0150
7.9400 447000 -0.2400 0.0450
10.0000 447000 -0.1900 0.0050

0.1000 448000 -2.0000 1.0000
0.1300 448000 -2.0000 1.0000
0.1600 448000 -2.0000 1.0000
0.2000 448000 -2.0000 1.0000
0.2500 448000 -2.0000 1.0000
0.3200 448000 -2.0000 1.0000
0.4000 448000 -2.0000 1.0000
0.5000 448000 -2.0000 1.0000
0.6300 448000 -2.0000 1.0000
0.7900 448000 -2.0000 1.0000
1.0000 448000 -2.0000 1.0000
1.2600 448000 -1.9700 0.9900
1.5800 448000 -1.9500 0.9850
2.0000 448000 -1.6000 0.8350
2.5100 448000 -1.2000 0.0750
3.1600 448000 -0.6500 0.1000
3.9800 448000 -0.4800 0.0000
5.0100 448000 -0.4600 0.0200
6.3100 448000 -0.4300 0.0700
7.9400 448000 -0.3000 0.0250
10.0000 448000 -0.0700 0.0350

0.1000 449000 -2.0000 1.0000
0.1300 449000 -2.0000 1.0000
0.1600 449000 -2.0000 1.0000
0.2000 449000 -2.0000 1.0000
0.2500 449000 -2.0000 1.0000
0.3200 449000 -2.0000 1.0000
0.4000 449000 -2.0000 1.0000
0.5000 449000 -2.0000 1.0000
0.6300 449000 -2.0000 1.0000
0.7900 449000 -2.0000 1.0000
1.0000 449000 -2.0000 1.0000
1.2600 449000 -2.0000 1.0000
1.5800 449000 -1.9200 0.9800
2.0000 449000 -1.5800 0.8550
2.5100 449000 -1.1900 0.1950
3.1600 449000 -0.7600 0.1050
3.9800 449000 -0.4600 0.2200
5.0100 449000 -0.4400 0.1500
6.3100 449000 -0.3900 0.0050
7.9400 449000 -0.3400 0.0200
10.0000 449000 -0.0800 0.0350

0.1000 450000 -2.0000 1.0000
0.1300 450000 -2.0000 1.0000
0.1600 450000 -2.0000 1.0000
0.2000 450000 -2.0000 1.0000
0.2500 450000 -2.0000 1.0000
0.3200 450000 -2.0000 1.0000
0.4000 450000 -2.0000 1.0000
0.5000 450000 -2.0000 1.0000
0.6300 450000 -2.0000 1.0000
0.7900 450000 -2.0000 1.0000
1.0000 450000 -2.0000 1.0000
1.2600 450000 -2.0000 1.0000
1.5800 450000 -1.9800 0.9950
2.0000 450000 -1.7700 0.9050
2.5100 450000 -1.2700 0.4200
3.1600 450000 -0.7400 0.0300
3.9800 450000 -0.4300 0.0950
5.0100 450000 -0.4500 0.0200
6.3100 450000 -0.4400 0.0200
7.9400 450000 -0.3500 0.0750
10.0000 450000 -0.1600 0.0400

0.1000 451000 -2.0000 1.0000
0.1300 451000 -2.0000 1.0000
0.1600 451000 -2.0000 1.0000
0.2000 451000 -2.0000 1.0000
0.2500 451000 -2.0000 1.0000
0.3200 451000 -2.0000 1.0000
0.4000 451000 -2.0000 1.0000
0.5000 451000 -2.0000 1.0000
0.6300 451000 -2.0000 1.0000
0.7900 451000 -2.0000 1.0000
1.0000 451000 -2.0000 1.0000
1.2600 451000 -1.9600 0.9900
1.5800 451000 -1.9000 0.9700
2.0000 451000 -1.7000 0.8900
2.5100 451000 -1.1900 0.5900
3.1600 451000 -0.7900 0.0650
3.9800 451000 -0.5700 0.0200
5.0100 451000 -0.3000 0.0900
6.3100 451000 -0.2800 0.1000
7.9400 451000 -0.3500 0.0050
10.0000 451000 -0.1200 0.1050

0.1000 452000 -2.0000 1.0000
0.1300 452000 -2.0000 1.0000
0.1600 452000 -2.0000 1.0000
0.2000 452000 -2.0000 1.0000
0.2500 452000 -2.0000 1.0000
0.3200 452000 -2.0000 1.0000
0.4000 452000 -2.0000 1.0000
0.5000 452000 -2.0000 1.0000
0.6300 452000 -2.0000 1.0000
0.7900 452000 -2.0000 1.0000
1.0000 452000 -2.0000 1.0000
1.2600 452000 -2.0000 1.0000
1.5800 452000 -1.8000 0.9450
2.0000 452000 -1.8000 0.9450
2.5100 452000 -1.1000 0.4600
3.1600 452000 -0.7300 0.0050
3.9800 452000 -0.4800 0.0300
5.0100 452000 -0.4700 0.0350
6.3100 452000 -0.3000 0.0450
7.9400 452000 -0.2500 0.0400
10.0000 452000 -0.2900 0.0600

0.1000 453000 -2.0000 1.0000
0.1300 453000 -2.0000 1.0000
0.1600 453000 -2.0000 1.0000
0.2000 453000 -2.0000 1.0000
0.2500 453000 -2.0000 1.0000
0.3200 453000 -2.0000 1.0000
0.4000 453000 -2.0000 1.0000
0.5000 453000 -2.0000 1.0000
0.6300 453000 -2.0000 1.0000
0.7900 453000 -2.0000 1.0000
1.0000 453000 -1.9800 0.9950
1.2600 453000 -1.9600 0.9900
1.5800 453000 -1.9600 0.9800
2.0000 453000 -1.8100 0.9450
2.5100 453000 -1.3000 0.5950
3.1600 453000 -0.5200 0.0250
3.9800 453000 -0.6400 0.0350
5.0100 453000 -0.4100 0.0200
6.3100 453000 -0.2500 0.0950
7.9400 453000 -0.2300 0.0900
10.0000 453000 -0.1100 0.0400

0.1000 454000 -2.0000 1.0000
0.1300 454000 -2.0000 1.0000
0.1600 454000 -2.0000 1.0000
0.2000 454000 -2.0000 1.0000
0.2500 454000 -2.0000 1.0000
0.3200 454000 -2.0000 1.0000
0.4000 454000 -2.0000 1.0000
0.5000 454000 -2.0000 1.0000
0.6300 454000 -2.0000 1.0000
0.7900 454000 -2.0000 1.0000
1.0000 454000 -2.0000 1.0000
1.2600 454000 -1.9600 0.9900
1.5800 454000 -1.9400 0.9850
2.0000 454000 -1.5800 0.8500
2.5100 454000 -1.1000 0.1400
3.1600 454000 -0.6500 0.2250
3.9800 454000 -0.6600 0.1750
5.0100 454000 -0.4400 0.0450
6.3100 454000 -0.3000 0.0300
7.9400 454000 -0.3400 0.0050
10.0000 454000 -0.2300 0.0050

0.1000 455000 -2.0000 1.0000
0.1300 455000 -2.0000 1.0000
0.1600 455000 -2.0000 1.0000
0.2000 455000 -2.0000 1.0000
0.2500 455000 -2.0000 1.0000
0.3200 455000 -2.0000 1.0000
0.4000 455000 -2.0000 1.0000
0.5000 455000 -2.0000 1.0000
0.6300 455000 -2.0000 1.0000
0.7900 455000 -2.0000 1.0000
1.0000 455000 -2.0000 1.0000
1.2600 455000 -1.9700 0.9900
1.5800 455000 -1.9100 0.9750
2.0000 455000 -1.7700 0.9350
2.5100 455000 -0.9900 0.2350
3.1600 455000 -0.7700 0.0300
3.9800 455000 -0.5300 0.0700
5.0100 455000 -0.4100 0.0850
6.3100 455000 -0.3400 0.0200
7.9400 455000 -0.2700 0.0000
10.0000 455000 -0.0900 0.0600

0.1000 456000 -2.0000 1.0000
0.1300 456000 -2.0000 1.0000
0.1600 456000 -2.0000 1.0000
0.2000 456000 -2.0000 1.0000
0.2500 456000 -2.0000 1.0000
0.3200 456000 -2.0000 1.0000
0.4000 456000 -2.0000 1.0000
0.5000 456000 -2.0000 1.0000
0.6300 456000 -2.0000 1.0000
0.7900 456000 -2.0000 1.0000
1.0000 456000 -2.0000 1.0000
1.2600 456000 -2.0000 1.0000
1.5800 456000 -1.9700 0.9900
2.0000 456000 -1.8400 0.9400
2.5100 456000 -1.1000 0.3800
3.1600 456000 -0.6900 0.0100
3.9800 456000 -0.5700 0.0500
5.0100 456000 -0.4400 0.0500
6.3100 456000 -0.4100 0.0200
7.9400 456000 -0.1700 0.0650
10.0000 456000 -0.2200 0.0150

0.1000 457000 -2.0000 1.0000
0.1300 457000 -2.0000 1.0000
0.1600 457000 -2.0000 1.0000
0.2000 457000 -2.0000 1.0000
0.2500 457000 -2.0000 1.0000
0.3200 457000 -2.0000 1.0000
0.4000 457000 -2.0000 1.0000
0.5000 457000 -2.0000 1.0000
0.6300 457000 -2.0000 1.0000
0.7900 457000 -2.0000 1.0000
1.0000 457000 -2.0000 1.0000
1.2600 457000 -1.9800 0.9950
1.5800 457000 -1.9500 0.9850
2.0000 457000 -1.8300 0.9550
2.5100 457000 -1.1100 0.2500
3.1600 457000 -0.6500 0.1450
3.9800 457000 -0.6800 0.0300
5.0100 457000 -0.3800 0.0200
6.3100 457000 -0.3000 0.1500
7.9400 457000 -0.2700 0.0500
10.0000 457000 -0.2600 0.0900

0.1000 458000 -2.0000 1.0000
0.1300 458000 -2.0000 1.0000
0.1600 458000 -2.0000 1.0000
0.2000 458000 -2.0000 1.0000
0.2500 458000 -2.0000 1.0000
0.3200 458000 -2.0000 1.0000
0.4000 458000 -2.0000 1.0000
0.5000 458000 -2.0000 1.0000
0.6300 458000 -2.0000 1.0000
0.7900 458000 -2.0000 1.0000
1.0000 458000 -1.9800 0.9950
1.2600 458000 -2.0000 1.0000
1.5800 458000 -1.9300 0.9800
2.0000 458000 -1.6000 0.8750
2.5100 458000 -1.1700 0.5000
3.1600 458000 -0.6900 0.1500
3.9800 458000 -0.5300 0.0950
5.0100 458000 -0.4200 0.0550
6.3100 458000 -0.2500 0.0650
7.9400 458000 -0.2500 0.0450
10.0000 458000 -0.3100 0.0050

0.1000 459000 -2.0000 1.0000
0.1300 459000 -2.0000 1.0000
0.1600 459000 -2.0000 1.0000
0.2000 459000 -2.0000 1.0000
0.2500 459000 -2.0000 1.0000
0.3200 459000 -2.0000 1.0000
0.4000 459000 -2.0000 1.0000
0.5000 459000 -2.0000 1.0000
0.6300 459000 -2.0000 1.0000
0.7900 459000 -2.0000 1.0000
1.0000 459000 -2.0000 1.0000
1.2600 459000 -1.9800 0.9950
1.5800 459000 -1.9200 0.9800
2.0000 459000 -1.8300 0.9500
2.5100 459000 -1.0800 0.3600
3.1600 459000 -0.6200 0.0550
3.9800 459000 -0.5300 0.0400
5.0100 459000 -0.5700 0.0750
6.3100 459000 -0.3200 0.1750
7.9400 459000 -0.4200 0.0850
10.0000 459000 -0.1500 0.0000

0.1000 460000 -2.0000 1.0000
0.1300 460000 -2.0000 1.0000
0.1600 460000 -2.0000 1.0000
0.2000 460000 -2.0000 1.0000
0.2500 460000 -2.0000 1.0000
0.3200 460000 -2.0000 1.0000
0.4000 460000 -2.0000 1.0000
0.5000 460000 -2.0000 1.0000
0.6300 460000 -2.0000 1.0000
0.7900 460000 -2.0000 1.0000
1.0000 460000 -2.0000 1.0000
1.2600 460000 -1.9800 0.9950
1.5800 460000 -1.9100 0.9750
2.0000 460000 -1.7900 0.9350
2.5100 460000 -0.8300 0.1600
3.1600 460000 -0.6500 0.2150
3.9800 460000 -0.5800 0.0100
5.0100 460000 -0.3700 0.0800
6.3100 460000 -0.3300 0.0250
7.9400 460000 -0.2600 0.0400
10.0000 460000 -0.2400 0.0400

