# code name : Parallel Tempering for 2D Ferromagnetic Ising Model
# author : Andrew Noble
# version : v0.1
# inspired by : Prof. Helmut Katzgraber

# system size : 20
# number of spins : 400
# space dimension : 2
# lattice coordination number : 4
# process ID : 12523
# hostname : Andrews-MacBook-Pro-4.local
# job start : Sun Mar  1 23:14:55 2020

# temperature set
# | 0.10
# | 0.13
# | 0.16
# | 0.20
# | 0.25
# | 0.32
# | 0.40
# | 0.50
# | 0.63
# | 0.79
# | 1.00
# | 1.26
# | 1.58
# | 2.00
# | 2.51
# | 3.16
# | 3.98
# | 5.01
# | 6.31
# | 7.94
# | 10.00

# T MCS <energy> <m>
0.4000 297000 -2.0000 1.0000
0.5000 297000 -2.0000 1.0000
0.6300 297000 -2.0000 1.0000
0.7900 297000 -2.0000 1.0000
1.0000 297000 -2.0000 1.0000
1.2600 297000 -1.9800 0.9950
1.5800 297000 -1.9800 0.9950
2.0000 297000 -1.6600 0.8950
2.5100 297000 -1.0400 0.2200
3.1600 297000 -0.9000 0.0350
3.9800 297000 -0.3500 0.0300
5.0100 297000 -0.3200 0.0750
6.3100 297000 -0.3700 0.0800
7.9400 297000 -0.2800 0.0200
10.0000 297000 -0.2400 0.0750

0.1000 298000 -2.0000 1.0000
0.1300 298000 -2.0000 1.0000
0.1600 298000 -2.0000 1.0000
0.2000 298000 -2.0000 1.0000
0.2500 298000 -2.0000 1.0000
0.3200 298000 -2.0000 1.0000
0.4000 298000 -2.0000 1.0000
0.5000 298000 -2.0000 1.0000
0.6300 298000 -2.0000 1.0000
0.7900 298000 -2.0000 1.0000
1.0000 298000 -2.0000 1.0000
1.2600 298000 -1.9800 0.9950
1.5800 298000 -2.0000 1.0000
2.0000 298000 -1.6700 0.8900
2.5100 298000 -1.1900 0.2650
3.1600 298000 -0.7600 0.2000
3.9800 298000 -0.5500 0.1850
5.0100 298000 -0.2700 0.0300
6.3100 298000 -0.3500 0.0700
7.9400 298000 -0.1900 0.0100
10.0000 298000 -0.2100 0.0550

0.1000 299000 -2.0000 1.0000
0.1300 299000 -2.0000 1.0000
0.1600 299000 -2.0000 1.0000
0.2000 299000 -2.0000 1.0000
0.2500 299000 -2.0000 1.0000
0.3200 299000 -2.0000 1.0000
0.4000 299000 -2.0000 1.0000
0.5000 299000 -2.0000 1.0000
0.6300 299000 -2.0000 1.0000
0.7900 299000 -2.0000 1.0000
1.0000 299000 -2.0000 1.0000
1.2600 299000 -1.9700 0.9900
1.5800 299000 -1.9600 0.9900
2.0000 299000 -1.7000 0.8300
2.5100 299000 -0.9800 0.1850
3.1600 299000 -0.7400 0.1150
3.9800 299000 -0.4800 0.1100
5.0100 299000 -0.3700 0.1200
6.3100 299000 -0.3400 0.0150
7.9400 299000 -0.2800 0.0300
10.0000 299000 -0.2100 0.0300

0.1000 300000 -2.0000 1.0000
0.1300 300000 -2.0000 1.0000
0.1600 300000 -2.0000 1.0000
0.2000 300000 -2.0000 1.0000
0.2500 300000 -2.0000 1.0000
0.3200 300000 -2.0000 1.0000
0.4000 300000 -2.0000 1.0000
0.5000 300000 -2.0000 1.0000
0.6300 300000 -2.0000 1.0000
0.7900 300000 -2.0000 1.0000
1.0000 300000 -2.0000 1.0000
1.2600 300000 -1.9800 0.9950
1.5800 300000 -1.9600 0.9900
2.0000 300000 -1.8300 0.9500
2.5100 300000 -1.0300 0.2850
3.1600 300000 -0.6700 0.1250
3.9800 300000 -0.4500 0.1100
5.0100 300000 -0.4800 0.1450
6.3100 300000 -0.3700 0.1000
7.9400 300000 -0.1700 0.0800
10.0000 300000 -0.2800 0.0400

0.1000 301000 -2.0000 1.0000
0.1300 301000 -2.0000 1.0000
0.1600 301000 -2.0000 1.0000
0.2000 301000 -2.0000 1.0000
0.2500 301000 -2.0000 1.0000
0.3200 301000 -2.0000 1.0000
0.4000 301000 -2.0000 1.0000
0.5000 301000 -2.0000 1.0000
0.6300 301000 -2.0000 1.0000
0.7900 301000 -2.0000 1.0000
1.0000 301000 -2.0000 1.0000
1.2600 301000 -1.9800 0.9950
1.5800 301000 -1.9400 0.9850
2.0000 301000 -1.5700 0.8200
2.5100 301000 -1.0600 0.0200
3.1600 301000 -0.6300 0.0500
3.9800 301000 -0.5800 0.1200
5.0100 301000 -0.4200 0.0000
6.3100 301000 -0.3200 0.0350
7.9400 301000 -0.2300 0.0750
10.0000 301000 -0.1700 0.0250

0.1000 302000 -2.0000 1.0000
0.1300 302000 -2.0000 1.0000
0.1600 302000 -2.0000 1.0000
0.2000 302000 -2.0000 1.0000
0.2500 302000 -2.0000 1.0000
0.3200 302000 -2.0000 1.0000
0.4000 302000 -2.0000 1.0000
0.5000 302000 -2.0000 1.0000
0.6300 302000 -2.0000 1.0000
0.7900 302000 -2.0000 1.0000
1.0000 302000 -2.0000 1.0000
1.2600 302000 -1.9800 0.9950
1.5800 302000 -1.9600 0.9900
2.0000 302000 -1.8300 0.9550
2.5100 302000 -1.2700 0.6450
3.1600 302000 -0.7500 0.0550
3.9800 302000 -0.4200 0.1450
5.0100 302000 -0.6200 0.1150
6.3100 302000 -0.3300 0.0650
7.9400 302000 -0.2600 0.0650
10.0000 302000 -0.2200 0.0650

0.1000 303000 -2.0000 1.0000
0.1300 303000 -2.0000 1.0000
0.1600 303000 -2.0000 1.0000
0.2000 303000 -2.0000 1.0000
0.2500 303000 -2.0000 1.0000
0.3200 303000 -2.0000 1.0000
0.4000 303000 -2.0000 1.0000
0.5000 303000 -2.0000 1.0000
0.6300 303000 -2.0000 1.0000
0.7900 303000 -2.0000 1.0000
1.0000 303000 -1.9800 0.9950
1.2600 303000 -2.0000 1.0000
1.5800 303000 -1.9400 0.9850
2.0000 303000 -1.7000 0.8950
2.5100 303000 -1.1600 0.3050
3.1600 303000 -0.7700 0.0100
3.9800 303000 -0.6000 0.1450
5.0100 303000 -0.3700 0.0500
6.3100 303000 -0.4500 0.0050
7.9400 303000 -0.3200 0.1200
10.0000 303000 -0.1500 0.0150

0.1000 304000 -2.0000 1.0000
0.1300 304000 -2.0000 1.0000
0.1600 304000 -2.0000 1.0000
0.2000 304000 -2.0000 1.0000
0.2500 304000 -2.0000 1.0000
0.3200 304000 -2.0000 1.0000
0.4000 304000 -2.0000 1.0000
0.5000 304000 -2.0000 1.0000
0.6300 304000 -2.0000 1.0000
0.7900 304000 -2.0000 1.0000
1.0000 304000 -1.9800 0.9950
1.2600 304000 -1.9600 0.9850
1.5800 304000 -1.9200 0.9750
2.0000 304000 -1.8600 0.9650
2.5100 304000 -0.9600 0.0250
3.1600 304000 -0.7400 0.0750
3.9800 304000 -0.5000 0.0250
5.0100 304000 -0.4200 0.0650
6.3100 304000 -0.2800 0.0800
7.9400 304000 -0.2200 0.0050
10.0000 304000 -0.1800 0.0800

0.1000 305000 -2.0000 1.0000
0.1300 305000 -2.0000 1.0000
0.1600 305000 -2.0000 1.0000
0.2000 305000 -2.0000 1.0000
0.2500 305000 -2.0000 1.0000
0.3200 305000 -2.0000 1.0000
0.4000 305000 -2.0000 1.0000
0.5000 305000 -2.0000 1.0000
0.6300 305000 -2.0000 1.0000
0.7900 305000 -2.0000 1.0000
1.0000 305000 -2.0000 1.0000
1.2600 305000 -1.9800 0.9950
1.5800 305000 -1.9200 0.9800
2.0000 305000 -1.6900 0.9000
2.5100 305000 -1.1300 0.3650
3.1600 305000 -0.8800 0.1150
3.9800 305000 -0.5300 0.0100
5.0100 305000 -0.4700 0.0250
6.3100 305000 -0.4300 0.0050
7.9400 305000 -0.2700 0.1400
10.0000 305000 -0.2500 0.0600

0.1000 306000 -2.0000 1.0000
0.1300 306000 -2.0000 1.0000
0.1600 306000 -2.0000 1.0000
0.2000 306000 -2.0000 1.0000
0.2500 306000 -2.0000 1.0000
0.3200 306000 -2.0000 1.0000
0.4000 306000 -2.0000 1.0000
0.5000 306000 -2.0000 1.0000
0.6300 306000 -2.0000 1.0000
0.7900 306000 -2.0000 1.0000
1.0000 306000 -1.9800 0.9950
1.2600 306000 -2.0000 1.0000
1.5800 306000 -1.9600 0.9900
2.0000 306000 -1.6300 0.8600
2.5100 306000 -1.1600 0.2250
3.1600 306000 -0.8800 0.0950
3.9800 306000 -0.6000 0.0650
5.0100 306000 -0.4600 0.0450
6.3100 306000 -0.3900 0.0800
7.9400 306000 -0.2900 0.0300
10.0000 306000 -0.1500 0.0050

0.1000 307000 -2.0000 1.0000
0.1300 307000 -2.0000 1.0000
0.1600 307000 -2.0000 1.0000
0.2000 307000 -2.0000 1.0000
0.2500 307000 -2.0000 1.0000
0.3200 307000 -2.0000 1.0000
0.4000 307000 -2.0000 1.0000
0.5000 307000 -2.0000 1.0000
0.6300 307000 -2.0000 1.0000
0.7900 307000 -2.0000 1.0000
1.0000 307000 -2.0000 1.0000
1.2600 307000 -1.9600 0.9900
1.5800 307000 -1.9200 0.9800
2.0000 307000 -1.8100 0.9350
2.5100 307000 -1.1800 0.3250
3.1600 307000 -0.8100 0.1250
3.9800 307000 -0.3800 0.1150
5.0100 307000 -0.4100 0.1250
6.3100 307000 -0.4800 0.0250
7.9400 307000 -0.0300 0.0350
10.0000 307000 -0.2400 0.0350

0.1000 308000 -2.0000 1.0000
0.1300 308000 -2.0000 1.0000
0.1600 308000 -2.0000 1.0000
0.2000 308000 -2.0000 1.0000
0.2500 308000 -2.0000 1.0000
0.3200 308000 -2.0000 1.0000
0.4000 308000 -2.0000 1.0000
0.5000 308000 -2.0000 1.0000
0.6300 308000 -2.0000 1.0000
0.7900 308000 -2.0000 1.0000
1.0000 308000 -2.0000 1.0000
1.2600 308000 -2.0000 1.0000
1.5800 308000 -1.8200 0.9500
2.0000 308000 -1.6200 0.8800
2.5100 308000 -0.9300 0.0300
3.1600 308000 -0.5600 0.0600
3.9800 308000 -0.6400 0.0350
5.0100 308000 -0.4400 0.0950
6.3100 308000 -0.3000 0.0850
7.9400 308000 -0.2200 0.0350
10.0000 308000 -0.0800 0.0200

0.1000 309000 -2.0000 1.0000
0.1300 309000 -2.0000 1.0000
0.1600 309000 -2.0000 1.0000
0.2000 309000 -2.0000 1.0000
0.2500 309000 -2.0000 1.0000
0.3200 309000 -2.0000 1.0000
0.4000 309000 -2.0000 1.0000
0.5000 309000 -2.0000 1.0000
0.6300 309000 -2.0000 1.0000
0.7900 309000 -2.0000 1.0000
1.0000 309000 -2.0000 1.0000
1.2600 309000 -1.9800 0.9950
1.5800 309000 -1.9700 0.9900
2.0000 309000 -1.7200 0.9100
2.5100 309000 -1.2000 0.3400
3.1600 309000 -0.8200 0.0600
3.9800 309000 -0.5000 0.1350
5.0100 309000 -0.4700 0.0350
6.3100 309000 -0.3700 0.0450
7.9400 309000 -0.2200 0.1250
10.0000 309000 -0.2800 0.0400

0.1000 310000 -2.0000 1.0000
0.1300 310000 -2.0000 1.0000
0.1600 310000 -2.0000 1.0000
0.2000 310000 -2.0000 1.0000
0.2500 310000 -2.0000 1.0000
0.3200 310000 -2.0000 1.0000
0.4000 310000 -2.0000 1.0000
0.5000 310000 -2.0000 1.0000
0.6300 310000 -2.0000 1.0000
0.7900 310000 -2.0000 1.0000
1.0000 310000 -2.0000 1.0000
1.2600 310000 -1.9800 0.9950
1.5800 310000 -1.8300 0.9550
2.0000 310000 -1.6400 0.8250
2.5100 310000 -1.2700 0.4250
3.1600 310000 -0.8900 0.3500
3.9800 310000 -0.5700 0.1000
5.0100 310000 -0.3800 0.0200
6.3100 310000 -0.4300 0.0450
7.9400 310000 -0.2200 0.0450
10.0000 310000 -0.2400 0.0750

0.1000 311000 -2.0000 1.0000
0.1300 311000 -2.0000 1.0000
0.1600 311000 -2.0000 1.0000
0.2000 311000 -2.0000 1.0000
0.2500 311000 -2.0000 1.0000
0.3200 311000 -2.0000 1.0000
0.4000 311000 -2.0000 1.0000
0.5000 311000 -2.0000 1.0000
0.6300 311000 -2.0000 1.0000
0.7900 311000 -2.0000 1.0000
1.0000 311000 -2.0000 1.0000
1.2600 311000 -1.9800 0.9950
1.5800 311000 -1.9600 0.9900
2.0000 311000 -1.8800 0.9650
2.5100 311000 -1.2100 0.5500
3.1600 311000 -0.8400 0.0600
3.9800 311000 -0.3900 0.2150
5.0100 311000 -0.5200 0.0950
6.3100 311000 -0.3400 0.1600
7.9400 311000 -0.2900 0.0650
10.0000 311000 -0.1300 0.0250

0.1000 312000 -2.0000 1.0000
0.1300 312000 -2.0000 1.0000
0.1600 312000 -2.0000 1.0000
0.2000 312000 -2.0000 1.0000
0.2500 312000 -2.0000 1.0000
0.3200 312000 -2.0000 1.0000
0.4000 312000 -2.0000 1.0000
0.5000 312000 -2.0000 1.0000
0.6300 312000 -2.0000 1.0000
0.7900 312000 -2.0000 1.0000
1.0000 312000 -2.0000 1.0000
1.2600 312000 -2.0000 1.0000
1.5800 312000 -1.9100 0.9750
2.0000 312000 -1.7600 0.9300
2.5100 312000 -1.1100 0.2000
3.1600 312000 -0.8800 0.2300
3.9800 312000 -0.5800 0.0400
5.0100 312000 -0.4200 0.0650
6.3100 312000 -0.1900 0.0300
7.9400 312000 -0.2200 0.1200
10.0000 312000 -0.2700 0.0100

0.1000 313000 -2.0000 1.0000
0.1300 313000 -2.0000 1.0000
0.1600 313000 -2.0000 1.0000
0.2000 313000 -2.0000 1.0000
0.2500 313000 -2.0000 1.0000
0.3200 313000 -2.0000 1.0000
0.4000 313000 -2.0000 1.0000
0.5000 313000 -2.0000 1.0000
0.6300 313000 -2.0000 1.0000
0.7900 313000 -2.0000 1.0000
1.0000 313000 -2.0000 1.0000
1.2600 313000 -1.9800 0.9950
1.5800 313000 -1.9700 0.9900
2.0000 313000 -1.6800 0.8900
2.5100 313000 -1.0700 0.2100
3.1600 313000 -0.6800 0.2200
3.9800 313000 -0.5600 0.0200
5.0100 313000 -0.5100 0.0200
6.3100 313000 -0.2600 0.0900
7.9400 313000 -0.3100 0.0150
10.0000 313000 -0.1300 0.0600

0.1000 314000 -2.0000 1.0000
0.1300 314000 -2.0000 1.0000
0.1600 314000 -2.0000 1.0000
0.2000 314000 -2.0000 1.0000
0.2500 314000 -2.0000 1.0000
0.3200 314000 -2.0000 1.0000
0.4000 314000 -2.0000 1.0000
0.5000 314000 -2.0000 1.0000
0.6300 314000 -2.0000 1.0000
0.7900 314000 -2.0000 1.0000
1.0000 314000 -2.0000 1.0000
1.2600 314000 -2.0000 1.0000
1.5800 314000 -1.9600 0.9900
2.0000 314000 -1.6200 0.8650
2.5100 314000 -1.1600 0.5400
3.1600 314000 -0.5800 0.0050
3.9800 314000 -0.6000 0.0850
5.0100 314000 -0.3900 0.0500
6.3100 314000 -0.3300 0.0550
7.9400 314000 -0.2700 0.0550
10.0000 314000 -0.3100 0.1250

0.1000 315000 -2.0000 1.0000
0.1300 315000 -2.0000 1.0000
0.1600 315000 -2.0000 1.0000
0.2000 315000 -2.0000 1.0000
0.2500 315000 -2.0000 1.0000
0.3200 315000 -2.0000 1.0000
0.4000 315000 -2.0000 1.0000
0.5000 315000 -2.0000 1.0000
0.6300 315000 -2.0000 1.0000
0.7900 315000 -2.0000 1.0000
1.0000 315000 -2.0000 1.0000
1.2600 315000 -2.0000 1.0000
1.5800 315000 -1.9400 0.9850
2.0000 315000 -1.7600 0.9300
2.5100 315000 -0.9300 0.1500
3.1600 315000 -0.7900 0.1450
3.9800 315000 -0.6100 0.0650
5.0100 315000 -0.4600 0.1900
6.3100 315000 -0.3000 0.1250
7.9400 315000 -0.2800 0.0600
10.0000 315000 -0.2200 0.0100

0.1000 316000 -2.0000 1.0000
0.1300 316000 -2.0000 1.0000
0.1600 316000 -2.0000 1.0000
0.2000 316000 -2.0000 1.0000
0.2500 316000 -2.0000 1.0000
0.3200 316000 -2.0000 1.0000
0.4000 316000 -2.0000 1.0000
0.5000 316000 -2.0000 1.0000
0.6300 316000 -2.0000 1.0000
0.7900 316000 -2.0000 1.0000
1.0000 316000 -2.0000 1.0000
1.2600 316000 -2.0000 1.0000
1.5800 316000 -1.9000 0.9750
2.0000 316000 -1.7900 0.9350
2.5100 316000 -0.9800 0.2650
3.1600 316000 -0.5500 0.0800
3.9800 316000 -0.4400 0.0550
5.0100 316000 -0.5000 0.0100
6.3100 316000 -0.3800 0.0450
7.9400 316000 -0.2500 0.0900
10.0000 316000 -0.1600 0.0000

0.1000 317000 -2.0000 1.0000
0.1300 317000 -2.0000 1.0000
0.1600 317000 -2.0000 1.0000
0.2000 317000 -2.0000 1.0000
0.2500 317000 -2.0000 1.0000
0.3200 317000 -2.0000 1.0000
0.4000 317000 -2.0000 1.0000
0.5000 317000 -2.0000 1.0000
0.6300 317000 -2.0000 1.0000
0.7900 317000 -2.0000 1.0000
1.0000 317000 -2.0000 1.0000
1.2600 317000 -2.0000 1.0000
1.5800 317000 -2.0000 1.0000
2.0000 317000 -1.6600 0.8650
2.5100 317000 -1.1400 0.3950
3.1600 317000 -0.7000 0.1050
3.9800 317000 -0.5400 0.0750
5.0100 317000 -0.5200 0.0350
6.3100 317000 -0.2100 0.0250
7.9400 317000 -0.2500 0.0400
10.0000 317000 -0.2700 0.0600

0.1000 318000 -2.0000 1.0000
0.1300 318000 -2.0000 1.0000
0.1600 318000 -2.0000 1.0000
0.2000 318000 -2.0000 1.0000
0.2500 318000 -2.0000 1.0000
0.3200 318000 -2.0000 1.0000
0.4000 318000 -2.0000 1.0000
0.5000 318000 -2.0000 1.0000
0.6300 318000 -2.0000 1.0000
0.7900 318000 -2.0000 1.0000
1.0000 318000 -2.0000 1.0000
1.2600 318000 -1.9800 0.9950
1.5800 318000 -1.8600 0.9550
2.0000 318000 -1.7200 0.8950
2.5100 318000 -1.1500 0.5050
3.1600 318000 -0.8000 0.0750
3.9800 318000 -0.5200 0.1150
5.0100 318000 -0.4900 0.0850
6.3100 318000 -0.3100 0.0350
7.9400 318000 -0.4300 0.0950
10.0000 318000 -0.2300 0.0250

0.1000 319000 -2.0000 1.0000
0.1300 319000 -2.0000 1.0000
0.1600 319000 -2.0000 1.0000
0.2000 319000 -2.0000 1.0000
0.2500 319000 -2.0000 1.0000
0.3200 319000 -2.0000 1.0000
0.4000 319000 -2.0000 1.0000
0.5000 319000 -2.0000 1.0000
0.6300 319000 -2.0000 1.0000
0.7900 319000 -2.0000 1.0000
1.0000 319000 -2.0000 1.0000
1.2600 319000 -1.9800 0.9950
1.5800 319000 -1.9100 0.9700
2.0000 319000 -1.7600 0.9150
2.5100 319000 -1.2100 0.4700
3.1600 319000 -0.7400 0.2000
3.9800 319000 -0.4900 0.1100
5.0100 319000 -0.4600 0.0450
6.3100 319000 -0.3800 0.0600
7.9400 319000 -0.2500 0.0100
10.0000 319000 -0.2600 0.1150

0.1000 320000 -2.0000 1.0000
0.1300 320000 -2.0000 1.0000
0.1600 320000 -2.0000 1.0000
0.2000 320000 -2.0000 1.0000
0.2500 320000 -2.0000 1.0000
0.3200 320000 -2.0000 1.0000
0.4000 320000 -2.0000 1.0000
0.5000 320000 -2.0000 1.0000
0.6300 320000 -2.0000 1.0000
0.7900 320000 -2.0000 1.0000
1.0000 320000 -2.0000 1.0000
1.2600 320000 -1.9600 0.9900
1.5800 320000 -1.8800 0.9600
2.0000 320000 -1.7300 0.9100
2.5100 320000 -1.0600 0.4550
3.1600 320000 -0.8400 0.0650
3.9800 320000 -0.6000 0.1650
5.0100 320000 -0.3900 0.1550
6.3100 320000 -0.2600 0.0200
7.9400 320000 -0.3200 0.0550
10.0000 320000 -0.3300 0.0900

0.1000 321000 -2.0000 1.0000
0.1300 321000 -2.0000 1.0000
0.1600 321000 -2.0000 1.0000
0.2000 321000 -2.0000 1.0000
0.2500 321000 -2.0000 1.0000
0.3200 321000 -2.0000 1.0000
0.4000 321000 -2.0000 1.0000
0.5000 321000 -2.0000 1.0000
0.6300 321000 -2.0000 1.0000
0.7900 321000 -2.0000 1.0000
1.0000 321000 -2.0000 1.0000
1.2600 321000 -1.9800 0.9950
1.5800 321000 -1.8800 0.9650
2.0000 321000 -1.8300 0.9450
2.5100 321000 -1.2000 0.3900
3.1600 321000 -0.7500 0.2300
3.9800 321000 -0.6000 0.0450
5.0100 321000 -0.5200 0.1050
6.3100 321000 -0.3800 0.0950
7.9400 321000 -0.3100 0.0000
10.0000 321000 -0.2900 0.0600

0.1000 322000 -2.0000 1.0000
0.1300 322000 -2.0000 1.0000
0.1600 322000 -2.0000 1.0000
0.2000 322000 -2.0000 1.0000
0.2500 322000 -2.0000 1.0000
0.3200 322000 -2.0000 1.0000
0.4000 322000 -2.0000 1.0000
0.5000 322000 -2.0000 1.0000
0.6300 322000 -2.0000 1.0000
0.7900 322000 -2.0000 1.0000
1.0000 322000 -2.0000 1.0000
1.2600 322000 -2.0000 1.0000
1.5800 322000 -1.9800 0.9950
2.0000 322000 -1.6900 0.8800
2.5100 322000 -0.9300 0.3000
3.1600 322000 -0.8800 0.0900
3.9800 322000 -0.5300 0.0250
5.0100 322000 -0.5000 0.0850
6.3100 322000 -0.2400 0.0050
7.9400 322000 -0.3000 0.0600
10.0000 322000 -0.1900 0.0800

0.1000 323000 -2.0000 1.0000
0.1300 323000 -2.0000 1.0000
0.1600 323000 -2.0000 1.0000
0.2000 323000 -2.0000 1.0000
0.2500 323000 -2.0000 1.0000
0.3200 323000 -2.0000 1.0000
0.4000 323000 -2.0000 1.0000
0.5000 323000 -2.0000 1.0000
0.6300 323000 -2.0000 1.0000
0.7900 323000 -2.0000 1.0000
1.0000 323000 -2.0000 1.0000
1.2600 323000 -1.9800 0.9950
1.5800 323000 -1.9400 0.9850
2.0000 323000 -1.8000 0.9450
2.5100 323000 -1.1000 0.3300
3.1600 323000 -0.7200 0.1850
3.9800 323000 -0.8000 0.1950
5.0100 323000 -0.4200 0.1050
6.3100 323000 -0.3300 0.0700
7.9400 323000 -0.3800 0.0500
10.0000 323000 -0.1600 0.0450

0.1000 324000 -2.0000 1.0000
0.1300 324000 -2.0000 1.0000
0.1600 324000 -2.0000 1.0000
0.2000 324000 -2.0000 1.0000
0.2500 324000 -2.0000 1.0000
0.3200 324000 -2.0000 1.0000
0.4000 324000 -2.0000 1.0000
0.5000 324000 -2.0000 1.0000
0.6300 324000 -2.0000 1.0000
0.7900 324000 -2.0000 1.0000
1.0000 324000 -2.0000 1.0000
1.2600 324000 -1.9800 0.9950
1.5800 324000 -1.9000 0.9750
2.0000 324000 -1.7000 0.9150
2.5100 324000 -0.9500 0.0000
3.1600 324000 -0.6100 0.1600
3.9800 324000 -0.5400 0.0600
5.0100 324000 -0.3200 0.0500
6.3100 324000 -0.3600 0.1050
7.9400 324000 -0.3700 0.0450
10.0000 324000 -0.1800 0.0800

0.1000 325000 -2.0000 1.0000
0.1300 325000 -2.0000 1.0000
0.1600 325000 -2.0000 1.0000
0.2000 325000 -2.0000 1.0000
0.2500 325000 -2.0000 1.0000
0.3200 325000 -2.0000 1.0000
0.4000 325000 -2.0000 1.0000
0.5000 325000 -2.0000 1.0000
0.6300 325000 -2.0000 1.0000
0.7900 325000 -2.0000 1.0000
1.0000 325000 -2.0000 1.0000
1.2600 325000 -1.9800 0.9950
1.5800 325000 -1.9200 0.9750
2.0000 325000 -1.8900 0.9700
2.5100 325000 -1.0200 0.4650
3.1600 325000 -0.5800 0.0700
3.9800 325000 -0.6300 0.0750
5.0100 325000 -0.5600 0.0900
6.3100 325000 -0.3300 0.1050
7.9400 325000 -0.1800 0.0200
10.0000 325000 -0.1200 0.0350

0.1000 326000 -2.0000 1.0000
0.1300 326000 -2.0000 1.0000
0.1600 326000 -2.0000 1.0000
0.2000 326000 -2.0000 1.0000
0.2500 326000 -2.0000 1.0000
0.3200 326000 -2.0000 1.0000
0.4000 326000 -2.0000 1.0000
0.5000 326000 -2.0000 1.0000
0.6300 326000 -2.0000 1.0000
0.7900 326000 -2.0000 1.0000
1.0000 326000 -1.9800 0.9950
1.2600 326000 -1.9800 0.9950
1.5800 326000 -1.9100 0.9750
2.0000 326000 -1.6900 0.8850
2.5100 326000 -0.8800 0.1500
3.1600 326000 -0.5800 0.0150
3.9800 326000 -0.5000 0.1250
5.0100 326000 -0.3700 0.0700
6.3100 326000 -0.3000 0.0050
7.9400 326000 -0.2100 0.0300
10.0000 326000 -0.4400 0.0150

0.1000 327000 -2.0000 1.0000
0.1300 327000 -2.0000 1.0000
0.1600 327000 -2.0000 1.0000
0.2000 327000 -2.0000 1.0000
0.2500 327000 -2.0000 1.0000
0.3200 327000 -2.0000 1.0000
0.4000 327000 -2.0000 1.0000
0.5000 327000 -2.0000 1.0000
0.6300 327000 -2.0000 1.0000
0.7900 327000 -2.0000 1.0000
1.0000 327000 -2.0000 1.0000
1.2600 327000 -2.0000 1.0000
1.5800 327000 -1.9300 0.9800
2.0000 327000 -1.6600 0.9000
2.5100 327000 -1.4100 0.6100
3.1600 327000 -0.8700 0.2100
3.9800 327000 -0.6100 0.1350
5.0100 327000 -0.4200 0.0250
6.3100 327000 -0.2200 0.0150
7.9400 327000 -0.1800 0.0650
10.0000 327000 -0.2300 0.0550

0.1000 328000 -2.0000 1.0000
0.1300 328000 -2.0000 1.0000
0.1600 328000 -2.0000 1.0000
0.2000 328000 -2.0000 1.0000
0.2500 328000 -2.0000 1.0000
0.3200 328000 -2.0000 1.0000
0.4000 328000 -2.0000 1.0000
0.5000 328000 -2.0000 1.0000
0.6300 328000 -2.0000 1.0000
0.7900 328000 -2.0000 1.0000
1.0000 328000 -2.0000 1.0000
1.2600 328000 -1.9800 0.9950
1.5800 328000 -1.9400 0.9850
2.0000 328000 -1.8100 0.9500
2.5100 328000 -1.0200 0.2350
3.1600 328000 -0.7300 0.0650
3.9800 328000 -0.6500 0.0750
5.0100 328000 -0.5400 0.0300
6.3100 328000 -0.2900 0.1000
7.9400 328000 -0.3400 0.0400
10.0000 328000 -0.2000 0.0600

0.1000 329000 -2.0000 1.0000
0.1300 329000 -2.0000 1.0000
0.1600 329000 -2.0000 1.0000
0.2000 329000 -2.0000 1.0000
0.2500 329000 -2.0000 1.0000
0.3200 329000 -2.0000 1.0000
0.4000 329000 -2.0000 1.0000
0.5000 329000 -2.0000 1.0000
0.6300 329000 -2.0000 1.0000
0.7900 329000 -2.0000 1.0000
1.0000 329000 -2.0000 1.0000
1.2600 329000 -1.9800 0.9950
1.5800 329000 -1.9800 0.9950
2.0000 329000 -1.6500 0.8750
2.5100 329000 -1.0400 0.3050
3.1600 329000 -0.7100 0.0050
3.9800 329000 -0.6400 0.1450
5.0100 329000 -0.5700 0.0550
6.3100 329000 -0.4200 0.0250
7.9400 329000 -0.2300 0.0250
10.0000 329000 -0.2000 0.0450

0.1000 330000 -2.0000 1.0000
0.1300 330000 -2.0000 1.0000
0.1600 330000 -2.0000 1.0000
0.2000 330000 -2.0000 1.0000
0.2500 330000 -2.0000 1.0000
0.3200 330000 -2.0000 1.0000
0.4000 330000 -2.0000 1.0000
0.5000 330000 -2.0000 1.0000
0.6300 330000 -2.0000 1.0000
0.7900 330000 -2.0000 1.0000
1.0000 330000 -1.9800 0.9950
1.2600 330000 -2.0000 1.0000
1.5800 330000 -1.9200 0.9800
2.0000 330000 -1.6700 0.8800
2.5100 330000 -1.0200 0.2100
3.1600 330000 -0.8100 0.1200
3.9800 330000 -0.6900 0.0350
5.0100 330000 -0.4800 0.0150
6.3100 330000 -0.2800 0.2000
7.9400 330000 -0.3500 0.0500
10.0000 330000 -0.1100 0.0850

0.1000 331000 -2.0000 1.0000
0.1300 331000 -2.0000 1.0000
0.1600 331000 -2.0000 1.0000
0.2000 331000 -2.0000 1.0000
0.2500 331000 -2.0000 1.0000
0.3200 331000 -2.0000 1.0000
0.4000 331000 -2.0000 1.0000
0.5000 331000 -2.0000 1.0000
0.6300 331000 -2.0000 1.0000
